ID,Title,X,Y
Q2697028,Zaat,-62.567771911621094,-3.0878117084503174
Q2830457,Alamo Bay,7.5337114334106445,4.848886966705322
Q17152855,The Upper Footage,-43.3778076171875,37.376136779785156
Q540318,The Arrival,14.148377418518066,-89.2767562866211
Q5435507,Farm House,-30.341665267944336,-25.55721664428711
Q1962587,By the Sword,90.27821350097656,-37.2738037109375
Q588420,Magnolia,-0.5832328796386719,-1.4674127101898193
Q17113240,To Jennifer,-6.685750961303711,-7.049973487854004
Q251080,Incubus,-52.400325775146484,62.4681282043457
Q348508,Adam & Steve,66.42366790771484,-76.77923583984375
Q324557,Resident Evil: Afterlife,73.21263885498047,37.92927932739258
Q1193282,Drowning Mona,-22.116600036621094,36.88563537597656
Q1516532,Manny & Lo,-84.63933563232422,-47.31928634643555
Q300590,A Time for Dancing,-16.08672332763672,-62.1910400390625
Q769586,The Curve,-3.2970592975616455,62.023162841796875
Q300560,A Smile Like Yours,3.7862489223480225,-31.091781616210938
Q540473,Startup.com,-17.640628814697266,69.03266906738281
Q300566,A Sound of Thunder,11.644062042236328,-8.993683815002441
Q300568,A Star Is Born (1976),-100.34317016601562,-14.495321273803711
Q1418089,Reeker,53.68525695800781,-64.48193359375
Q1962573,Reckless (1995),61.93244171142578,-55.17501449584961
Q18715408,3-Day Weekend,35.40211868286133,-47.90873336791992
Q1962580,Lunarcop,9.444537162780762,-54.552207946777344
Q17113237,Lucky Bastard (2013),-86.18348693847656,-8.92582893371582
Q2325459,S. Darko,-55.050018310546875,-32.038841247558594
Q300547,A Scanner Darkly,10.894403457641602,-55.51059341430664
Q1756022,The Presidio,25.76606559753418,36.1524543762207
Q2590379,The Necessary Death of Charlie Countryman,13.840038299560547,-21.515361785888672
Q24899038,"Goodbye, Franklin High",-41.96962356567383,10.298360824584961
Q300555,A Serious Man,7.815163612365723,-43.375064849853516
Q17113214,They Came Together,4.657805442810059,-2.2213029861450195
Q300559,A Single Man,-72.04859161376953,32.743080139160156
Q1962526,Prison,-25.880216598510742,-58.468624114990234
Q662703,Hotel for Dogs,-33.78166198730469,-55.270423889160156
Q15270639,Swelter,42.31855392456055,-39.640106201171875
Q637748,She's So Lovely,34.25731658935547,-61.8463020324707
Q2447912,Moving Violations,17.000856399536133,-25.227251052856445
Q1325828,The Santa Clause 3: The Escape Clause,11.477829933166504,-26.934268951416016
Q1579960,I Never Sang for My Father,-29.0002498626709,-70.07599639892578
Q5220932,International Velvet,-43.29861831665039,-25.496076583862305
Q1325887,Electric Dreams,-77.16812896728516,-60.47024917602539
Q1418017,Deceived,-74.45301055908203,-1.1158229112625122
Q1722607,Precious Victims,3.184605836868286,39.95362091064453
Q290640,"Yes, Giorgio",36.501399993896484,91.85014343261719
Q241674,Repli-Kate,13.978962898254395,-10.679472923278809
Q7518110,"Simon, King of the Witches",88.57762908935547,21.587947845458984
Q7474602,The English Teacher,52.046630859375,-29.86295509338379
Q5087318,Chasing Madoff,26.161495208740234,25.153411865234375
Q1193245,The Falcon and the Snowman,44.22467803955078,-89.98709106445312
Q1648111,Such Good Friends,60.885719299316406,-52.36935043334961
Q1408667,The Cheyenne Social Club,2.80717396736145,-25.11219596862793
Q588470,Ernest Goes to Camp,49.96461868286133,-76.88479614257812
Q2878394,Back to Back (1990),-51.882328033447266,27.376827239990234
Q745522,Hellraiser: Revelations,-20.969036102294922,71.22065734863281
Q348534,3000 Miles to Graceland,-79.99993133544922,17.662372589111328
Q1624196,A Soldier's Story,32.8270263671875,-11.792013168334961
Q7773234,The Waiting Room,26.47368049621582,92.85399627685547
Q662774,The Passion of Darkly Noon,61.671051025390625,-54.47153854370117
Q7376250,Ruby (1977),-34.14047622680664,-22.101802825927734
Q662779,Deep Cover,-6.962766170501709,32.070377349853516
Q1168292,Other People's Money,-76.32013702392578,6.761877536773682
Q26684198,Batman: Return of the Caped Crusaders,-12.555736541748047,-2.8120052814483643
Q936576,The Nutty Professor,7.952940464019775,-42.33898162841797
Q3868909,Archie's Final Project,0.49186208844184875,42.08513259887695
Q1158944,Noises Off,-80.34952545166016,46.735572814941406
Q20202962,No Way Jose,39.912330627441406,36.52544403076172
Q466008,American Outlaws,-34.688438415527344,-41.957984924316406
Q3795562,Waking Sleeping Beauty,22.736726760864258,25.631498336791992
Q167374,Lakeview Terrace,63.25278854370117,8.398536682128906
Q17510216,Black November,25.647314071655273,92.9020004272461
Q17029320,The Tell-Tale Heart,12.197946548461914,-64.84310913085938
Q4423867,A Four Letter Word,-9.821738243103027,-36.70804214477539
Q1119322,Exit Through the Gift Shop,51.20431900024414,25.54697036743164
Q192301,Broken Flowers,-18.573362350463867,-7.894815444946289
Q6748372,Maneater,-0.07546448707580566,58.02814483642578
Q3795597,Butch and Sundance: The Early Days,-11.000141143798828,-27.651561737060547
Q4925126,Blank Generation,9.759581565856934,14.696349143981934
Q3349452,Zerophilia,24.984481811523438,77.78500366210938
Q182952,Love Is the Drug,-94.88143920898438,17.3890323638916
Q7714902,The Aurora Encounter,26.665674209594727,15.784560203552246
Q696122,Escape to Victory,46.71168518066406,58.11918640136719
Q3795576,The Sandlot 2,-8.638893127441406,18.990171432495117
Q1888138,The Last Starfighter,-64.9953842163086,20.997175216674805
Q3819958,Watermelon Man,70.15440368652344,42.43711471557617
Q118375,Fried Green Tomatoes,-16.712366104125977,83.31536865234375
Q1962503,Poison (1991),32.25347137451172,-50.575050354003906
Q300502,A Night at the Roxbury,50.76407241821289,-30.783098220825195
Q182944,Shakespeare in Love,-22.631792068481445,25.64373207092285
Q5758155,Higher Ground,57.62240982055664,65.17443084716797
Q28975643,Daddy's Home 2,3.934011220932007,-10.673264503479004
Q22261262,Lovesong,-16.00079345703125,66.46057891845703
Q1217733,Where the Heart Is (1990),-28.552202224731445,-46.01709747314453
Q853351,If Only,74.97955322265625,4.463984966278076
Q696163,Made Men,-33.85535430908203,-68.55809783935547
Q1061539,Astro Boy,56.264122009277344,-40.34111404418945
Q16980741,The Final Girls,83.78547668457031,-0.12017718702554703
Q1457659,The Safety of Objects,0.505791962146759,-46.99537658691406
Q18152748,Miss You Already,-75.10556030273438,-64.58287048339844
Q515450,Deathstalker IV: Match of Titans,-0.19251400232315063,14.983668327331543
Q1217752,Grace Is Gone,-29.667600631713867,-26.090269088745117
Q5038302,Cardiac Arrest,-15.637578964233398,-72.91252136230469
Q2134996,The Supernaturals,32.184669494628906,-11.452643394470215
Q18152725,Mind Meld: Secrets Behind the Voyage of a Life,-59.451568603515625,-28.289892196655273
Q3986092,The Brass Teapot,-3.4814960956573486,-2.5933454036712646
Q216720,The Rock,-99.39019775390625,-3.2422797679901123
Q17113170,Trouble on the Corner,-1.0095151662826538,-18.937807083129883
Q16955776,The Stick Up Kids,81.418701171875,29.330320358276367
Q9199819,The 4th Tenor,-24.288206100463867,-5.047067165374756
Q466010,American Perfekt,-79.371826171875,47.823631286621094
Q2119348,The Producers,76.4754409790039,16.456932067871094
Q27890239,Dolly Parton's Christmas of Many Colors,37.007469177246094,-30.898283004760742
Q21031165,Hockney,55.430870056152344,44.50123596191406
Q7738959,The Harvest (2010),-4.442863464355469,-40.67919921875
Q3110527,Summer Rental,-66.51837921142578,51.90408706665039
Q564104,Annabelle's Wish,-20.82979393005371,47.957515716552734
Q6690892,Love Jones,66.21255493164062,-76.98294067382812
Q22251990,Little Men,-17.74480628967285,83.72848510742188
Q843950,It's Complicated,-60.5303955078125,50.151248931884766
Q540125,Short Circuit,-77.1651840209961,9.704538345336914
Q5915602,House of the Damned,55.157798767089844,-2.231407642364502
Q2061109,Daltry Calhoun,5.755715370178223,-76.83238220214844
Q1673084,Iron Warrior,2.558156728744507,2.7144088745117188
Q7763756,The Shell Seekers,-60.23086166381836,29.898466110229492
Q18162397,Atomic Brain Invasion,-13.611489295959473,-61.41147232055664
Q1962691,Far from Home: The Adventures of Yellow Dog,-96.5034408569336,22.812707901000977
Q24659693,Alive and Kicking,-62.95573043823242,76.42924499511719
Q17113100,Switchmas,-48.65264892578125,48.55496597290039
Q4291544,Metalstorm: The Destruction of Jared-Syn,11.074338912963867,29.86618995666504
Q373849,Eureka,-34.9547004699707,15.370077133178711
Q530797,Play It to the Bone,-5.7015275955200195,48.44765853881836
Q18754959,Steve Jobs (2015),-6.037735462188721,-75.10480499267578
Q2349343,Eating Raoul,90.35383605957031,41.28665542602539
Q578700,29th Street,20.836408615112305,36.60368347167969
Q383200,Afghan Knights,90.93313598632812,-17.626293182373047
Q3927578,Bonneville,-15.089428901672363,63.361351013183594
Q324879,Miss Conception,-66.52165222167969,3.3167409896850586
Q309248,The Three Musketeers (2011),-60.0899772644043,-8.975807189941406
Q33256094,The Spy Who Dumped Me,46.745460510253906,57.99290084838867
Q7738775,The Hanoi Hilton,-60.600284576416016,-27.327241897583008
Q481264,Bluebeard,-81.31298828125,45.486473083496094
Q2339994,Out Cold,-13.428927421569824,58.57220458984375
Q310204,The Grudge,39.81273651123047,91.27273559570312
Q7557419,Soldiers in Hiding,35.04294204711914,92.0662612915039
Q7738798,The Happiness Cage,51.005516052246094,-77.67715454101562
Q16969994,20 Feet Below: The Darkness Descending,13.163973808288574,41.24397277832031
Q2565420,Welcome to the Dollhouse,-0.9468941688537598,-59.634422302246094
Q3976539,Subspecies,72.17794036865234,18.14264488220215
Q5901045,Hollywood Vampyr,54.30784606933594,68.98322296142578
Q7773174,The Wackiest Wagon Train in the West,-81.75418853759766,22.080108642578125
Q1888164,Mama's Boy,-15.186808586120605,99.74688720703125
Q22251906,Boo! A Madea Halloween,93.7787094116211,-34.48252868652344
Q1888182,The Mambo Kings,36.03971481323242,91.92047119140625
Q3482471,Shooters,-8.290348052978516,97.83598327636719
Q16593143,The Velveteen Rabbit,-86.16509246826172,-43.984031677246094
Q4242567,Mean Guns,14.96297550201416,-48.0708122253418
Q3002606,Crime and Punishment in Suburbia,36.38624572753906,-31.410398483276367
Q578793,Midnight Ride,-38.707969665527344,41.01932907104492
Q721415,Circle of Friends,-62.865474700927734,-76.40703582763672
Q7773146,The Vulture's Eye,-19.40546989440918,70.50117492675781
Q662668,That Darn Cat,-25.1645565032959,27.892181396484375
Q22251976,Justice League vs. Teen Titans,27.899059295654297,77.25091552734375
Q22251974,Joshy,-43.411651611328125,63.1783447265625
Q961665,The Gospel,-48.467830657958984,48.5731315612793
Q6112612,Jack Frost 2: Revenge of the Mutant Killer Snowman,-71.78205108642578,52.12480163574219
Q946032,A Better Way to Die,-42.85365295410156,-91.6643295288086
Q1663705,Our Lips Are Sealed,-73.61973571777344,-5.163074493408203
Q471932,Year of the Dragon,-16.955259323120117,34.19455337524414
Q7714835,The Atomic Space Bug,-8.991421699523926,-11.845532417297363
Q1325589,Risky Business,-74.20117950439453,29.784242630004883
Q13135261,The Devil You Know,-77.65325164794922,11.221061706542969
Q3795233,Rumpelstiltskin (1987),-99.80720520019531,-4.956148624420166
Q3002671,Running Free,11.454497337341309,-27.22758674621582
Q1168660,King of the Ants,-48.6367073059082,-76.84925842285156
Q1555773,When Strangers Appear,28.067676544189453,-60.12296676635742
Q7229111,Popatopolis,58.50828552246094,-2.103111743927002
Q3795241,The Pit and the Pendulum (1991),57.77463150024414,-39.366939544677734
Q5411378,Split Decisions,-42.58903884887695,-50.15121078491211
Q5592084,Graduation,-23.54494857788086,72.02091217041016
Q505712,Gremlins 2: The New Batch,-66.73287963867188,3.4606380462646484
Q1168696,Pumpkinhead,32.315185546875,-73.4863510131836
Q5449964,Finding North,-94.9783935546875,17.73410987854004
Q3555988,"Vernon, Florida",-26.760847091674805,-15.862820625305176
Q5449972,Finding Rin Tin Tin,11.141937255859375,44.90171432495117
Q1423971,The Virgin Suicides,-55.90176773071289,62.88165283203125
Q3795228,Trancers III,8.25696849822998,57.92026901245117
Q3976593,Sucker The Vampire,1.344027042388916,41.47976303100586
Q192409,Down by Law,3.0390894412994385,-38.22502136230469
Q2201,Kick-Ass,-14.375715255737305,-61.6560173034668
Q5449947,Finding Jenua,-1.8755182027816772,60.37028503417969
Q1878809,Scooby-Doo and the Alien Invaders,8.165081024169922,58.51681900024414
Q5449945,Finding Hope Now,13.447800636291504,-8.232647895812988
Q7738849,The Hard Ride,-11.355596542358398,81.08561706542969
Q3109438,Julien Donkey-Boy,32.582069396972656,-4.583520889282227
Q5449953,Finding Me,-32.08023452758789,71.5545425415039
Q5449954,Finding Me: Truth,-7.582518100738525,-51.55272674560547
Q7425901,Satan War,-30.83934211730957,-44.65135192871094
Q1227439,Direct Action,2.373551368713379,32.18109130859375
Q7229166,Pope Dreams,-63.508094787597656,-56.00929260253906
Q1516164,Mrs. Brown,-99.53816223144531,-3.7855541706085205
Q696042,Hulk,4.083353042602539,-2.593188524246216
Q7641270,Sunset Heat,88.73734283447266,43.569488525390625
Q300842,Book of Shadows: Blair Witch 2,-36.99569320678711,-39.31006622314453
Q7230151,Porklips Now,-17.459970474243164,68.8382339477539
Q4350332,Surviving Desire,-68.50361633300781,36.17011260986328
Q912672,Next Friday,86.21553039550781,47.19287872314453
Q7557462,Sole Survivor (1983),-19.384124755859375,-30.3023681640625
Q167437,The Jackal,-18.737323760986328,-51.22005081176758
Q1129080,Contraband,-20.782114028930664,21.60152244567871
Q2839051,Bride of the Wind,-6.0381975173950195,1.6907650232315063
Q922006,Race to Witch Mountain,16.14862060546875,-13.502300262451172
Q1854875,The Great Santa Claus Switch,55.23505783081055,-41.07328414916992
Q2012272,Another Day in Paradise,-24.84412956237793,49.04402160644531
Q27890574,Alone for Christmas,24.66086196899414,49.0213623046875
Q481310,Visions of Eight,80.10504913330078,30.56001853942871
Q1472955,Fugitive Mind,-60.15740203857422,11.140979766845703
Q471992,Army of Darkness,42.49814987182617,-87.22957611083984
Q505790,Mission: Impossible II,-62.63591384887695,-73.7427978515625
Q383157,Bed & Breakfast (1992),18.711589813232422,-62.5583381652832
Q7714856,The Attic,-29.94129753112793,-95.89973449707031
Q696096,The Princess Diaries 2: Royal Engagement,-74.13787841796875,29.88463020324707
Q1129069,Johnny Mnemonic,-16.960512161254883,-27.91425323486328
Q7738816,The Happy Hooker,-77.95736694335938,-59.00690460205078
Q9653404,Teenage Mutant Ninja Turtles (2014),-22.177003860473633,36.91823959350586
Q530741,Once Fallen,-26.250219345092773,39.128684997558594
Q7714862,The Attic Expeditions,-23.697874069213867,85.84064483642578
Q7738827,The Happy Poet,73.34858703613281,-64.78041076660156
Q7230191,Porn Star: The Legend of Ron Jeremy,57.34239959716797,65.5500259399414
Q471976,The Chronicles of Riddick,69.15951538085938,6.406478404998779
Q15206061,Taboo (2002),-52.32408905029297,-16.853702545166016
Q17113034,Living on One Dollar,84.6812515258789,26.154008865356445
Q143605,Tooth Fairy,13.79172420501709,-89.22269439697266
Q1996116,On Tour,1.893349528312683,-17.446664810180664
Q1972145,Gossip,-71.67554473876953,33.17710494995117
Q17078153,Resolution,72.58724975585938,-31.557235717773438
Q578873,Entrapment,-24.2884578704834,-5.0470757484436035
Q2061259,SLC Punk!,30.756874084472656,-35.71556854248047
Q24659787,Tickling Giants,29.698450088500977,-88.80743408203125
Q515277,Martha Marcy May Marlene,-32.0980110168457,-2.777261257171631
Q539269,Bad Boys II,-15.736942291259766,9.575080871582031
Q1482416,Return to Paradise,-25.822795867919922,72.33260345458984
Q2878526,Double Whammy,11.212506294250488,94.32711791992188
Q20800575,Out to Kill,-30.596345901489258,-25.349058151245117
Q912729,The Purple Rose of Cairo,-5.428492546081543,6.44981050491333
Q760989,Moscow on the Hudson,-31.455537796020508,-56.29281997680664
Q2301286,Alice Upside Down,-36.98969268798828,-13.996342658996582
Q1663598,Quintet,-12.284324645996094,24.3352108001709
Q3830192,LennoNYC,-97.1103744506836,24.846275329589844
Q5582638,Good Hair,49.075035095214844,-76.19922637939453
Q4026942,Labor Day,3.468599319458008,32.45210647583008
Q5185853,Crips and Bloods: Made in America,86.76979064941406,46.37844467163086
Q2085298,Joyful Noise,54.353759765625,-2.4118711948394775
Q1193443,An American Haunting,12.60303020477295,-64.71774291992188
Q760926,"Fort Apache, The Bronx",-62.725955963134766,-74.78558349609375
Q760935,Off Beat,23.00948143005371,36.66439437866211
Q334179,Texas Chainsaw Massacre: The Next Generation,50.825897216796875,-5.091254711151123
Q334169,Leatherface: The Texas Chainsaw Massacre III,-86.4183120727539,-43.44154739379883
Q1350631,Off Limits,54.07693099975586,69.18450927734375
Q8905685,Phantoms,-63.150970458984375,76.35423278808594
Q1193488,The Grudge 2,12.955619812011719,98.96826171875
Q290811,Lawnmower Man 2: Beyond Cyberspace,59.65456008911133,62.07561111450195
Q1193450,Sphinx,-39.63642883300781,26.141958236694336
Q289841,"You, Me and Dupree",-43.613651275634766,-64.27732849121094
Q2266502,Civic Duty,-10.939035415649414,-101.0298843383789
Q5939581,Humanity's End,72.36222839355469,-31.676198959350586
Q7763686,The Shark Is Still Working,54.37370681762695,30.536354064941406
Q564298,Flight,-32.225650787353516,-5.792909622192383
Q1193469,Curse of the Pink Panther,7.7455525398254395,60.399253845214844
Q686533,Gods and Monsters,35.550994873046875,-63.19542694091797
Q241958,Gremlins,-2.8059704303741455,-7.821078777313232
Q1579799,"Night of the Day of the Dawn of the Son of the Bride of the Return of the Revenge of the Terror of the Attack of the Evil, Mutant, Alien, Flesh Eating, Hellbound, Zombified Living Dead Part 2: In Shocking 2-D",37.35679626464844,39.33974075317383
Q18152938,Not Cool,70.52579498291016,41.83745574951172
Q623072,Aquamarine,-87.20287322998047,-41.79587173461914
Q8014125,William Kunstler: Disturbing the Universe,-61.22412109375,-56.67149353027344
Q7425877,Satan's Cheerleaders,-9.32880687713623,3.728118896484375
Q2913392,Would You Rather,-38.77507400512695,-35.61369705200195
Q3819745,Spellbound,55.15388870239258,32.10899353027344
Q8028781,Wizards of the Lost Kingdom 2,-87.6031723022461,-40.95856857299805
Q1311089,The Main Event (1979),-28.341411590576172,7.420219898223877
Q2722782,Shorts,20.73288917541504,50.55829620361328
Q5195258,Curse of Bigfoot,-9.593295097351074,98.2173080444336
Q5748972,Hexed,-26.437177658081055,-15.701045036315918
Q18152915,Night of the Living Dead: 30th Anniversary Edition,-96.00933837890625,21.195350646972656
Q15137718,Son of God,-1.9588983058929443,-62.13566207885742
Q241941,The Score,-39.30738067626953,-34.125789642333984
Q1071169,Rhinestone,15.29105281829834,-40.06502914428711
Q2447680,"Oh, God! Book II",-13.960040092468262,-99.37030029296875
Q922193,Winnie the Pooh,-62.651981353759766,-43.154327392578125
Q24008176,Condemned,13.510017395019531,100.56946563720703
Q4134779,Small Town Gay Bar,29.94319725036621,-18.65375328063965
Q4638131,45365,-84.66313171386719,-4.756065845489502
Q7797064,Thousand Pieces of Gold,-32.43254470825195,-7.061290264129639
Q5508639,Fun,-34.655128479003906,70.0899658203125
Q1193529,Criminal Law,-15.312943458557129,44.292762756347656
Q2732154,The Inner Circle,64.44129943847656,-3.9138331413269043
Q892735,The Great Gatsby (2013),68.39696502685547,45.47367858886719
Q7425894,Satan Hates You,32.944435119628906,-4.701745986938477
Q5508653,Fun Down There,26.76857566833496,-60.23922348022461
Q7425884,Satan's Mistress,-48.36474609375,18.47570037841797
Q7425885,Satan's Princess,11.152627944946289,-55.65251922607422
Q1193503,Flight of the Navigator,-36.0140495300293,-54.16220474243164
Q5254044,Deliver Us from Eva,-83.7559814453125,-3.0295331478118896
Q2502069,Beyond the Call (1996),-36.558841705322266,-67.51021575927734
Q19847366,Chronic,22.74395751953125,49.742767333984375
Q7988455,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,-38.07741928100586,-37.344181060791016
Q1962753,Night of the Demons 2,59.93754196166992,-38.070716857910156
Q15725811,Entourage,30.270465850830078,76.85680389404297
Q1761989,Living Out Loud,10.415647506713867,92.4090576171875
Q804163,Proof (2005),7.586828708648682,-10.034266471862793
Q515218,Forever Young,-65.52760314941406,51.678123474121094
Q7229062,Pop Skull,-20.68372917175293,20.543296813964844
Q1217996,The Marrying Man,-56.541561126708984,-58.13063049316406
Q7738750,The Hanged Man,4.395812511444092,-76.68778991699219
Q456467,Amazon Women on the Moon,-96.34071350097656,22.277606964111328
Q17029188,Ride (2014),30.208009719848633,-92.61573791503906
Q5195297,Curse of the Zodiac,24.044357299804688,-30.1025390625
Q5254070,Delivery,-63.811790466308594,-0.000945475185289979
Q554843,Ernest Saves Christmas,-16.774194717407227,-11.677277565002441
Q1771352,Creature (1985),-87.71202087402344,-40.741485595703125
Q1962710,Pentathlon,55.08216094970703,13.544492721557617
Q17510486,Blood of Redemption,-25.059091567993164,-33.96331024169922
Q202326,The Godfather Part III,-59.442588806152344,-10.075776100158691
Q2075969,My Little Pony: A Very Minty Christmas,54.736717224121094,-41.451961517333984
Q5195289,Curse of the Queerwolf,-76.59872436523438,-61.56803512573242
Q1384034,Z.P.G.,34.08043670654297,7.727818965911865
Q5195280,Curse of the Forty-Niner,-34.96522521972656,69.83492279052734
Q18392433,Green Room,51.918060302734375,-63.26385498046875
Q13424932,Blackhat,31.612234115600586,-73.90507507324219
Q5195276,Curse of the Cannibal Confederates,-11.870861053466797,56.34834289550781
Q3829117,Viva Knievel!,-15.930180549621582,3.5888373851776123
Q1496725,In Enemy Hands,67.51251983642578,6.952322959899902
Q16994759,The Hanover House,90.82990264892578,-17.703704833984375
Q16970789,American Sniper,-29.406574249267578,6.123098373413086
